720 Cherokee St NE,Marietta,Cobb,"33.969038,-84.549054",18300
1462 Cobb Pkwy NW,Marietta,Cobb,"33.987002,-84.571013",38700
1393 Church Street Ext NE,Marietta,Cobb,"33.976911,-84.554835",18200
16 W Park Sq NE,Marietta,Cobb,"33.952534,-84.550159",11600
Canton Road Connector,Marietta,Cobb,"33.980699,-84.546452",18300
438 Atlanta St SE,Marietta,Cobb,"33.944259,-84.546378",21700
1719 Atlanta Rd SE,Smyrna,Cobb,"33.910891,-84.532796",17800
2286 Atlanta Rd SE,Smyrna,Cobb,"33.897303,-84.521959",22700
2687 Atlanta Rd SE,Smyrna,Cobb,"33.887700,-84.515500",18100
3256 Atlanta Rd SE,Smyrna,Cobb,"33.873907,-84.500817",25300
3987 Atlanta Rd SE,Smyrna,Cobb,"33.856414,-84.492152",23500
4890 S Atlanta Rd SE,Atlanta,Cobb,"33.835653,-84.470904",22500
691 Commerce Park Dr SE,Marietta,Cobb,"33.939342,-84.535116",26200
236 S Fairground St SE,Marietta,Cobb,"33.946832,-84.535724",19000
599 Fort St NE,Marietta,Cobb,"33.954488,-84.534574",15800
492 N Fairground St NE,Marietta,Cobb,"33.963440,-84.536880",14400
928 Allgood Rd,Marietta,Cobb,"33.973500,-84.528500",13700
1884 E Piedmont Rd,Marietta,Cobb,"33.996043,-84.487036",14200
691 N Marietta Pkwy NE,Marietta,Cobb,"33.959711,-84.531491",19600
318 N Marietta Pkwy NE,Marietta,Cobb,"33.958770,-84.542971",22100
1064 Kennesaw Ave NW,Marietta,Cobb,"33.980177,-84.569240",10900
328 Powers Ferry Rd SE,Marietta,Cobb,"33.944199,-84.497211",14400
909 Powers Ferry Rd SE,Marietta,Cobb,"33.929438,-84.473675",16300
2026 Powers Ferry Rd SE,Atlanta,Cobb,"33.902374,-84.454631",32500
Akers Mill Rd,Atlanta,Cobb,"33.891146,-84.455242",14900
2918 Windy Hill Rd SE,Atlanta,Cobb,"33.904202,-84.468778",27600
2488 Windy Hill Rd SE,Marietta,Cobb,"33.902100,-84.480500",32800
2155 Windy Hill Rd SE,Smyrna,Cobb,"33.900500,-84.492000",35700
1545 Windy Hill Rd SE,Smyrna,Cobb,"33.894390,-84.508943",36200
775 Windy Hill Rd SE,Smyrna,Cobb,"33.894413,-84.530273",32500
484 Windy Hill Rd SE,Marietta,Cobb,"33.894583,-84.544852",35300
95 Windy Hill Rd SW,Marietta,Cobb,"33.894899,-84.564799",32000
947 Cobb Pkwy N,Marietta,Cobb,"33.973859,-84.543155",33700
519 Cobb Pkwy N,Marietta,Cobb,"33.963615,-84.531768",32700
261 Cobb Pkwy N,Marietta,Cobb,"33.957050,-84.524535",27300
Cobb Pkwy S,Marietta,Cobb,"33.946615,-84.518371",39500
846 Cobb Pkwy S,Marietta,Cobb,"33.931954,-84.510462",29900
E Patrol Rd,Marietta,Cobb,"33.913800,-84.497650",31800
Cobb Pkwy SE,Smyrna,Cobb,"33.894083,-84.479296",38000
3126 Cobb Pkwy,Atlanta,Cobb,"33.878545,-84.457737",20800
2878 Veterans Memorial Hwy SW,Austell,Cobb,"33.809187,-84.636230",17900
5076 Austell Powder Springs Rd,Clarkdale,Cobb,"33.831155,-84.649998",11200
4291 Austell Powder Springs Rd,Powder Springs,Cobb,"33.849400,-84.667800",10700
3533 Powder Springs Rd,Powder Springs,Cobb,"33.859685,-84.659100",31600
1577 Powder Springs Rd SW,Marietta,Cobb,"33.908720,-84.600211",33900
1145 Powder Springs Rd SW,Marietta,Cobb,"33.916343,-84.586691",36100
137 Atlanta St SE,Marietta,Cobb,"33.949150,-84.549025",14000
224 Cherokee St NE,Marietta,Cobb,"33.956963,-84.549032",10600
362 Cherokee St NE,Marietta,Cobb,"33.960450,-84.548591",22200
1371 Canton Rd,Marietta,Cobb,"33.984400,-84.536000",10100
2460 Canton Rd,Marietta,Cobb,"34.011309,-84.527505",24900
3017 Canton Rd,Marietta,Cobb,"34.025805,-84.528473",31100
3427 Canton Rd,Marietta,Cobb,"34.035121,-84.527664",24500
3820 Canton Rd,Marietta,Cobb,"34.044270,-84.529597",27000
4351 Marietta St,Powder Springs,Cobb,"33.859404,-84.680870",12000
4095 Marietta St,Powder Springs,Cobb,"33.858800,-84.674000",14300
2455 Veterans Memorial Hwy SW,Austell,Cobb,"33.814437,-84.625778",24000
1711 Veterans Memorial Hwy SW,Austell,Cobb,"33.816557,-84.604166",25700
1019 Veterans Memorial Hwy SW,Mableton,Cobb,"33.818665,-84.583612",28200
535 Veterans Memorial Hwy SW,Mableton,Cobb,"33.817254,-84.569636",28300
72 Veterans Memorial Hwy SE,Mableton,Cobb,"33.812357,-84.551959",26400
616 Veterans Memorial Hwy SE,Mableton,Cobb,"33.811374,-84.536263",24400
1050 Veterans Memorial Hwy SE,Mableton,Cobb,"33.803877,-84.523177",29600
1470 Veterans Memorial Hwy SE,Mableton,Cobb,"33.798046,-84.511641",29800
2824 Paces Ferry Rd SE,Atlanta,Cobb,"33.865961,-84.469350",19300
2300 Paces Ferry Rd SE,Smyrna,Cobb,"33.861552,-84.486642",27100
5933 Oakdale Rd SE,Mableton,Cobb,"33.808900,-84.506700",12000
5273 Oakdale Rd SE,Smyrna,Cobb,"33.825132,-84.496416",29500
C H James Pkwy,Powder Springs,Cobb,"33.830512,-84.670962",33500
C H James Pkwy,Powder Springs,Cobb,"33.845093,-84.690324",32500
714 Cooper Lake Rd SE,Smyrna,Cobb,"33.842230,-84.534165",10400
C H James Pkwy,Powder Springs,Cobb,"33.850130,-84.695710",38100
C H James Pkwy,Powder Springs,Cobb,"33.877889,-84.712798",33900
5452 Floyd Rd SW,Mableton,Cobb,"33.821365,-84.575812",38300
5123 Floyd Rd SW,Mableton,Cobb,"33.829858,-84.575858",35400
4821 Floyd Rd SW,Mableton,Cobb,"33.837019,-84.576363",37900
4155 Floyd Rd,Austell,Cobb,"33.851978,-84.588207",19100
4155 Hicks Rd,Austell,Cobb,"33.852947,-84.577985",12200
3063 Hicks Rd SW,Marietta,Cobb,"33.879062,-84.579725",15500
5953 Maxham Rd,Austell,Cobb,"33.809407,-84.619693",34200
N Marietta Pkwy NE,Marietta,Cobb,"33.960907,-84.522660",28800
N Marietta Pkwy NE,Marietta,Cobb,"33.965354,-84.507211",26000
GA-120,Marietta,Cobb,"33.954819,-84.497106",39200
1506 S Marietta Pkwy SE,Marietta,Cobb,"33.948794,-84.498604",38700
884 S Marietta Pkwy SE,Marietta,Cobb,"33.941110,-84.526900",26900
319 S Marietta Pkwy SE,Marietta,Cobb,"33.944677,-84.544178",19900
244 S Marietta Pkwy SE,Marietta,Cobb,"33.947516,-84.549196",25900
1495 Whitlock Ave SW,Marietta,Cobb,"33.945143,-84.603436",23400
1314 Whitlock Ave NW,Marietta,Cobb,"33.948024,-84.589679",26100
538 Whitlock Ave NW,Marietta,Cobb,"33.951847,-84.568370",22500
330 Roswell St NE,Marietta,Cobb,"33.950294,-84.542854",12100
796 Roswell St NE,Marietta,Cobb,"33.950721,-84.528471",21300
1298 Roswell Rd,Marietta,Cobb,"33.950741,-84.514249",25200
1751 Roswell Rd,Marietta,Cobb,"33.956442,-84.501563",19200
5719 Mableton Pkwy SW,Mableton,Cobb,"33.814621,-84.572616",32400
6357 Mableton Pkwy SW,Mableton,Cobb,"33.798936,-84.565157",21600
6710 Mableton Pkwy SE,Mableton,Cobb,"33.791047,-84.552166",24600
7001 Mableton Pkwy SE,Mableton,Cobb,"33.782631,-84.539037",25200
Dr Luke Glenn Garrett Jr Memorial Hwy,Austell,Cobb,"33.822379,-84.651522",12500
1033 Richard D Sailors Pkwy,Powder Springs,Cobb,"33.865044,-84.682638",27300
5405 S Cobb Dr,Atlanta,Cobb,"33.820921,-84.484372",17900
4657 S Cobb Dr,Smyrna,Cobb,"33.840387,-84.496683",37200
4188 S Cobb Dr,Smyrna,Cobb,"33.851040,-84.509050",31500
3580 S Cobb Dr,Smyrna,Cobb,"33.866275,-84.523699",31100
2799 S Cobb Dr,Smyrna,Cobb,"33.884797,-84.534921",30900
2206 S Cobb Dr SE,Smyrna,Cobb,"33.898812,-84.540250",24200
1456 S Cobb Dr,Marietta,Cobb,"33.917458,-84.548782",20900
191 S Cobb Dr,Marietta,Cobb,"33.925830,-84.518650",29200
2146 Delk Rd SE,Marietta,Cobb,"33.922611,-84.493564",37000
2761 Delk Rd SE,Marietta,Cobb,"33.923260,-84.472613",25500
2485 Delk Rd SE,Marietta,Cobb,"33.922707,-84.479310",34400
5371 Austell Rd,Austell,Cobb,"33.823425,-84.616540",37000
4619 Austell Rd,Austell,Cobb,"33.841129,-84.610413",38500
4001 Austell Rd,Austell,Cobb,"33.856694,-84.601407",32400
3343 Austell Rd SW,Marietta,Cobb,"33.871780,-84.590890",35700
2617 Austell Rd SW,Marietta,Cobb,"33.889449,-84.581674",31100
2399 Austell Rd SW,Marietta,Cobb,"33.894400,-84.576779",39300
2211 Austell Rd SW,Marietta,Cobb,"33.899352,-84.571477",32200
1472 Austell Rd SE,Marietta,Cobb,"33.916960,-84.551310",36100
2028 Canton Road Connector,Marietta,Cobb,"33.998945,-84.525385",21300
E West Connector SE,Smyrna,Cobb,"33.847400,-84.550361",33500
1447 Hurt Rd,Austell,Cobb,"33.861921,-84.595744",10300
1154 Concord Rd SE,Smyrna,Cobb,"33.876400,-84.520000",22000
49 Hurt Rd SE,Smyrna,Cobb,"33.868689,-84.551887",10300
1515 Spring Rd SE,Smyrna,Cobb,"33.881500,-84.506300",28100
1572 Stilesboro Rd NW,Kennesaw,Cobb,"33.981900,-84.588000",11500
1766 Old 41 Hwy NW,Marietta,Cobb,"33.983924,-84.574859",23400
1637 Old 41 Hwy NW,Marietta,Cobb,"33.980504,-84.565569",11500
411 New Chastain Rd,Marietta,Cobb,"34.035691,-84.539168",21600
1041 Piedmont Rd,Marietta,Cobb,"34.020676,-84.520998",29400
1532 Piedmont Rd,Marietta,Cobb,"34.016475,-84.506452",16000
1882 Bells Ferry Rd,Marietta,Cobb,"33.997568,-84.547127",13500
2966 Bells Ferry Rd,Marietta,Cobb,"34.022913,-84.547964",11200
896 Blackwell Rd,Marietta,Cobb,"34.032859,-84.524670",11800
1892 Sandy Plains Rd,Marietta,Cobb,"33.995409,-84.508479",23700
2109 Lower Roswell Rd,Marietta,Cobb,"33.949044,-84.491315",16100
2820 Lower Roswell Rd,Marietta,Cobb,"33.941803,-84.470862",12500
3980 Lower Roswell Rd,Marietta,Cobb,"33.955788,-84.436775",17700
635 Old Canton Rd,Marietta,Cobb,"33.965619,-84.462552",15600
4100 Nance Rd NW,Acworth,Cobb,"34.044537,-84.669427",16100
1958 Kennesaw Due West Rd NW,Kennesaw,Cobb,"34.002385,-84.623538",16700
2252 Pine Mountain Rd NW,Kennesaw,Cobb,"34.008442,-84.632769",11500
986 Kennesaw Due West Rd NW,Kennesaw,Cobb,"33.978222,-84.644610",12900
1471 Terrell Mill Rd SE,Marietta,Cobb,"33.916513,-84.469320",19500
673 Terrell Mill Rd SE,Marietta,Cobb,"33.934912,-84.460916",31500
2992 Cumberland Blvd SE,Atlanta,Cobb,"33.880601,-84.474020",20100
2766 Florence Rd,Powder Springs,Cobb,"33.886797,-84.705495",11300
7151 Factory Shoals Rd,Austell,Cobb,"33.779641,-84.574744",17700
6250 Cedarcrest Rd NW,Acworth,Cobb,"34.060020,-84.731032",14200
2278 Baker Rd NW,Acworth,Cobb,"34.052529,-84.615830",11700
2083 Hickory Grove Rd NW,Acworth,Cobb,"34.064169,-84.614649",18500
1546 Jamerson Rd,Marietta,Cobb,"34.068077,-84.504926",13900
3705 George Busbee Pkwy NW,Kennesaw,Cobb,"34.040479,-84.574185",14400
3210 Cumberland Blvd SE,Atlanta,Cobb,"33.877706,-84.463680",15200
2380 Cumberland Pkwy SE,Atlanta,Cobb,"33.859701,-84.479673",20600
461 Polk St NW,Marietta,Cobb,"33.955600,-84.566100",12100
2177 Burnt Hickory Rd NW,Marietta,Cobb,"33.963611,-84.614888",12200
1288 Sandtown Rd SW,Marietta,Cobb,"33.920511,-84.555977",12300
3299 Sewell Mill Rd,Marietta,Cobb,"33.985281,-84.455352",11100
4330 Circle 75 Pkwy SE,Atlanta,Cobb,"33.898309,-84.473111",12400
3022 Chastain Meadows Pkwy,Marietta,Cobb,"34.025180,-84.554502",14100
GA-5,Marietta,Cobb,"33.982987,-84.540068",14400
GA-401 N,Atlanta,Cobb,"33.889860,-84.460140",39000
GA-401 N,Atlanta,Cobb,"33.891529,-84.460582",12500
GA-401 N,Atlanta,Cobb,"33.895874,-84.465464",10200
GA-401 N,Atlanta,Cobb,"33.904036,-84.474356",10100
GA-401 N,Marietta,Cobb,"33.920790,-84.483960",23600
GA-401 N,Marietta,Cobb,"33.937789,-84.498600",21900
GA-401 N,Marietta,Cobb,"33.963313,-84.520255",11300
GA-401 N,Marietta,Cobb,"33.981358,-84.538499",11300
GA-5,Marietta,Cobb,"33.987588,-84.544791",17600
I-75 N,Kennesaw,Cobb,"34.006453,-84.565389",13100
GA-401 N,Kennesaw,Cobb,"34.052048,-84.589798",12900
GA-401 N,Atlanta,Cobb,"33.879539,-84.451236",11600
GA-5,Marietta,Cobb,"33.978103,-84.548430",15600
GA-5,Marietta,Cobb,"33.978770,-84.549200",10800
GA-120,Marietta,Cobb,"33.959156,-84.495963",15200
N Marietta Pkwy NE,Marietta,Cobb,"33.961808,-84.497378",13000
I-75 N,Atlanta,Cobb,"33.900501,-84.473254",24200
GA-401 N,Marietta,Cobb,"33.940378,-84.502011",13600
S Marietta Pkwy SE,Marietta,Cobb,"33.942210,-84.504432",10100
GA-407 E,Atlanta,Cobb,"33.885245,-84.468138",24500
GA-407 W,Atlanta,Cobb,"33.885921,-84.468666",18700
GA-407 E,Atlanta,Cobb,"33.887836,-84.462953",12900
GA-407 N,Smyrna,Cobb,"33.823554,-84.490902",13200
GA-407 N,Smyrna,Cobb,"33.825369,-84.488511",15900
4661 Beech Haven Trl SE,Atlanta,Cobb,"33.843095,-84.486567",13300
GA-407 N,Atlanta,Cobb,"33.866880,-84.478010",17300
GA-407 E,Atlanta,Cobb,"33.882784,-84.471156",11600
GA-407 E,Atlanta,Cobb,"33.893766,-84.453674",35500
GA-407 W,Atlanta,Cobb,"33.889961,-84.462329",33500
GA-5 N,Kennesaw,Cobb,"34.041675,-84.563011",10200
GA-402 E,Austell,Cobb,"33.773371,-84.557484",12600
GA-407 E,Atlanta,Cobb,"33.888740,-84.461542",10300
GA-401 S,Atlanta,Cobb,"33.881586,-84.454117",19100
GA-401 S,Atlanta,Cobb,"33.895618,-84.465998",18300
I-75 N,Atlanta,Cobb,"33.902900,-84.475040",11800
I-75 N,Marietta,Cobb,"33.921173,-84.484946",18200
I-75 N,Marietta,Cobb,"33.939186,-84.502154",18100
I-75 N,Marietta,Cobb,"33.977378,-84.535525",22200
GA-5,Marietta,Cobb,"33.985741,-84.544928",14200
GA-401 S,Kennesaw,Cobb,"34.005057,-84.565226",14000
GA-401 S,Kennesaw,Cobb,"34.029364,-84.576119",10500
GA-401 S,Kennesaw,Cobb,"34.050948,-84.589296",14500
GA-407 S,Smyrna,Cobb,"33.826962,-84.488160",14900
GA-407 S,Smyrna,Cobb,"33.824727,-84.490703",12600
GA-407 S,Smyrna,Cobb,"33.845997,-84.487258",15000
GA-407 S,Atlanta,Cobb,"33.866290,-84.479152",16800
GA-407 W,Atlanta,Cobb,"33.889160,-84.463420",38300
GA-407 W,Atlanta,Cobb,"33.883771,-84.471323",13600
GA-5 S,Kennesaw,Cobb,"34.041604,-84.563572",13500
GA-5 S,Kennesaw,Cobb,"34.050560,-84.560146",10300
GA-5 S,Marietta,Cobb,"33.993880,-84.556715",38400
GA-5 N,Marietta,Cobb,"33.997588,-84.560132",38400
3527 US Highway 441 S,Douglas,Coffee,"31.460161,-82.850744",12100
2626 US Highway 441 S,Douglas,Coffee,"31.471265,-82.850845",12500
1606 Peterson Ave S,Douglas,Coffee,"31.485350,-82.851287",16800
Peterson Ave S,Douglas,Coffee,"31.489188,-82.851111",18700
1216 Peterson Ave S,Douglas,Coffee,"31.493818,-82.850958",11500
910 Peterson Ave S,Douglas,Coffee,"31.498050,-82.850758",12100
429 Peterson Ave S,Douglas,Coffee,"31.504385,-82.850529",11100
458 Westgreen Rd,Douglas,Coffee,"31.511216,-82.829957",13800
902 Westgreen Rd,Douglas,Coffee,"31.518406,-82.825079",10700
1587 US Highway 221 N,Douglas,Coffee,"31.526200,-82.818428",12000
1301 Baker Hwy W,Douglas,Coffee,"31.500297,-82.865367",11400
715 Baker Hwy W,Douglas,Coffee,"31.501037,-82.858555",11000
297 Baker Hwy W,Douglas,Coffee,"31.501231,-82.852437",11000
700 Coffee Ave S,Douglas,Coffee,"31.501381,-82.847196",10600
1372 Bowens Mill Rd SW,Douglas,Coffee,"31.487851,-82.853360",19000
1251 Bowens Mill Rd SW,Douglas,Coffee,"31.488164,-82.862373",11500
569 Bowens Mill Rd SW,Douglas,Coffee,"31.506617,-82.874157",13200
Ocilla Rd,Douglas,Coffee,"31.510134,-82.864999",11100
1106 S Madison Ave,Douglas,Coffee,"31.495170,-82.849881",12000
877 S Madison Ave,Douglas,Coffee,"31.498676,-82.849732",11300
310 S Madison Ave,Douglas,Coffee,"31.504699,-82.849577",10700
1063 Bowens Mill Rd SE,Douglas,Coffee,"31.491360,-82.832615",12400
1281 Bowens Mill Rd SE,Douglas,Coffee,"31.487465,-82.841707",12200
878 Ward St W,Douglas,Coffee,"31.509278,-82.860938",11500
1449 Bowens Mill Rd SE,Douglas,Coffee,"31.487692,-82.848792",15000
2615 1st Ave SE,Moultrie,Colquitt,"31.173187,-83.752363",20100
182 Veterans Pkwy N,Moultrie,Colquitt,"31.180359,-83.761892",20400
1058 Veterans Pkwy N,Moultrie,Colquitt,"31.202118,-83.772813",17100
3037 Veterans Pkwy S,Moultrie,Colquitt,"31.121186,-83.780145",10700
949 Veterans Pkwy S,Moultrie,Colquitt,"31.161208,-83.761572",16500
743 US Highway 319 N,Moultrie,Colquitt,"31.213209,-83.774106",13000
1153 Camilla Hwy,Moultrie,Colquitt,"31.183177,-83.809914",11200
1099 1st Ave SE,Moultrie,Colquitt,"31.178834,-83.774961",12600
1581 1st Ave SE,Moultrie,Colquitt,"31.178137,-83.767518",18500
1554 S Main St,Moultrie,Colquitt,"31.156913,-83.789230",10000
317 Furys Ferry Rd,Augusta,Columbia,"33.523418,-82.067780",21400
663 Furys Ferry Rd,Augusta,Columbia,"33.547754,-82.088343",24900
973 Furys Ferry Rd,Evans,Columbia,"33.566923,-82.113717",14500
3944 River Watch Pkwy,Augusta,Columbia,"33.525940,-82.097021",11100
4123 Washington Rd,Augusta,Columbia,"33.518075,-82.113346",32100
4494 Washington Rd,Evans,Columbia,"33.546824,-82.147532",31100
5344 Wrightsboro Rd,Grovetown,Columbia,"33.457779,-82.212298",12100
279 W Robinson Ave,Grovetown,Columbia,"33.453526,-82.206145",11300
204 E Robinson Ave,Grovetown,Columbia,"33.449449,-82.194875",16000
633 E Robinson Ave,Grovetown,Columbia,"33.440729,-82.183259",16300
5036 Columbia Rd,Grovetown,Columbia,"33.506250,-82.188905",13800
4351 Columbia Rd,Augusta,Columbia,"33.507714,-82.131392",18700
225 Bobby Jones Expy,Augusta,Columbia,"33.506932,-82.092263",36400
GA-402 E,Appling,Columbia,"33.501700,-82.360000",39100
219 Old Evans Rd,Augusta,Columbia,"33.516055,-82.101295",12600
513 Rountree Way,Evans,Columbia,"33.533520,-82.120710",11800
431 S Belair Rd,Grovetown,Columbia,"33.485587,-82.133222",39400
217 S Belair Rd,Augusta,Columbia,"33.495031,-82.137783",31600
176 N Belair Rd,Evans,Columbia,"33.514352,-82.143092",35100
575 N Belair Rd,Evans,Columbia,"33.536315,-82.128807",22000
790 N Belair Rd,Evans,Columbia,"33.553229,-82.128837",15300
4807 Hereford Farm Rd,Evans,Columbia,"33.530304,-82.163012",12700
161 Harlem Grovetown Rd,Grovetown,Columbia,"33.453400,-82.209200",10300
5195 Wrightsboro Rd,Grovetown,Columbia,"33.456582,-82.201871",19600
5010 Wrightsboro Rd,Grovetown,Columbia,"33.458589,-82.186962",11700
4836 Wrightsboro Rd,Grovetown,Columbia,"33.465294,-82.170409",13400
4642 Wrightsboro Rd,Grovetown,Columbia,"33.469630,-82.155436",13300
509 Horizon South Pkwy,Grovetown,Columbia,"33.481303,-82.198464",26800
201 Lewiston Rd,Grovetown,Columbia,"33.501590,-82.199673",17400
219 Flowing Wells Rd,Augusta,Columbia,"33.505213,-82.106267",15500
123 Davis Rd,Augusta,Columbia,"33.508563,-82.083785",15800
Riverwatch Pkwy,Augusta,Columbia,"33.517230,-82.069591",15100
3850 Washington Rd,Augusta,Columbia,"33.511215,-82.092940",32200
3505 Washington Rd,Augusta,Columbia,"33.516422,-82.073280",22600
3460 River Watch Pkwy,Augusta,Columbia,"33.516793,-82.073263",15700
3775 River Watch Pkwy,Augusta,Columbia,"33.524390,-82.092436",15100
306 Baston Rd,Augusta,Columbia,"33.522742,-82.076527",10000
4680 Hardy McManus Rd,Evans,Columbia,"33.578400,-82.148540",11700
3998 Evans To Locks Rd,Evans,Columbia,"33.546964,-82.096326",16700
1820 William Few Pkwy,Grovetown,Columbia,"33.487300,-82.208800",10300
GA-402 E,Grovetown,Columbia,"33.483062,-82.196699",11700
4307 Belair Frontage Rd,Augusta,Columbia,"33.482274,-82.129591",10400
476 Sugarcreek Dr,Grovetown,Columbia,"33.484288,-82.197375",12200
2333 S Highway 29,Moreland,Coweta,"33.303917,-84.773861",11700
1345 Highway 29 S,Newnan,Coweta,"33.327870,-84.779949",19700
625 Highway 29 S,Newnan,Coweta,"33.346932,-84.787748",10400
257 Greenville St,Newnan,Coweta,"33.358238,-84.791012",13600
153 Greenville St,Newnan,Coweta,"33.364826,-84.795787",10400
Greenville St,Newnan,Coweta,"33.370574,-84.799428",11500
36 Greenville St,Newnan,Coweta,"33.372495,-84.799764",11000
3 E Court Sq,Newnan,Coweta,"33.374755,-84.799567",12900
38 Jefferson St,Newnan,Coweta,"33.377607,-84.799199",11500
50 Jefferson St,Newnan,Coweta,"33.378829,-84.799048",16000
46 Clark St,Newnan,Coweta,"33.380378,-84.803295",12300
115 Temple Ave,Newnan,Coweta,"33.380996,-84.810282",13600
178 Temple Ave,Newnan,Coweta,"33.384247,-84.815550",15000
466 Highway 16 W,Newnan,Coweta,"33.399328,-84.829375",14700
1444 Highway 16 W,Newnan,Coweta,"33.417557,-84.852107",11700
3692 Highway 16 W,Newnan,Coweta,"33.466017,-84.894215",11400
11 Wesley St,Newnan,Coweta,"33.376852,-84.800246",11300
55 Jackson St,Newnan,Coweta,"33.379274,-84.799958",15500
1011 Highway 29 N,Newnan,Coweta,"33.409518,-84.784899",12400
3772 Highway 29 N,Newnan,Coweta,"33.444098,-84.709364",14700
6288 N Highway 29,Palmetto,Coweta,"33.501915,-84.672247",11200
90 Jefferson St,Newnan,Coweta,"33.381523,-84.797293",19300
203 Bullsboro Dr,Newnan,Coweta,"33.389001,-84.774662",24100
2581 Highway 34 E,Newnan,Coweta,"33.406367,-84.698187",34200
4509 Highway 34 E,Sharpsburg,Coweta,"33.401683,-84.641931",24500
5061 Highway 34 E,Sharpsburg,Coweta,"33.397379,-84.621577",34600
938 Collinsworth Rd,Palmetto,Coweta,"33.505288,-84.645491",11600
1024 Collinsworth Rd,Palmetto,Coweta,"33.501514,-84.641970",15800
4511 Highway 16,Senoia,Coweta,"33.328813,-84.642099",14800
5475 Highway 16,Senoia,Coweta,"33.317216,-84.617356",15300
7608 Wells St,Senoia,Coweta,"33.295832,-84.562175",12000
7983 Wells St,Senoia,Coweta,"33.295875,-84.548555",12500
1047 Sharpsburg McCullum Rd,Sharpsburg,Coweta,"33.362046,-84.662152",10100
2305 Sharpsburg McCullum Rd,Newnan,Coweta,"33.393194,-84.677347",14400
3264 Sharpsburg McCullum Rd,Newnan,Coweta,"33.419070,-84.682552",17400
Sharpsburg McCullum Rd,Newnan,Coweta,"33.448779,-84.698487",19300
1487 Lower Fayetteville Rd,Newnan,Coweta,"33.380046,-84.745279",15800
3081 Lower Fayetteville Rd,Newnan,Coweta,"33.373031,-84.694791",10000
Poplar Rd,Newnan,Coweta,"33.360427,-84.762282",10900
3492 Highway 85,Senoia,Coweta,"33.305961,-84.533671",13000
6258 Highway 54,Sharpsburg,Coweta,"33.333792,-84.646553",10000
6396 Highway 54,Sharpsburg,Coweta,"33.336801,-84.647551",10400
8402 Highway 54,Sharpsburg,Coweta,"33.387085,-84.624966",10600
326 Millard Farmer Ind Blvd,Newnan,Coweta,"33.399395,-84.786384",26800
118 Millard Farmer Ind Blvd,Newnan,Coweta,"33.400309,-84.768941",29500
Newnan Bypass Rd,Newnan,Coweta,"33.398391,-84.815448",15200
451 Millard Farmer Ind Blvd,Newnan,Coweta,"33.401247,-84.800990",24000
127 Shenandoah Blvd,Newnan,Coweta,"33.390364,-84.735369",10100
GA-403 S,Newnan,Coweta,"33.398710,-84.748803",17600
233 E 16th Ave,Cordele,Crisp,"31.963603,-83.780518",12900
741 E 16th Ave,Cordele,Crisp,"31.963723,-83.771945",15600
1778 E 16th Ave,Cordele,Crisp,"31.960423,-83.754276",13500
12210 S Main St,Trenton,Dade,"34.869883,-85.510713",13200
3754 Highway 136,Trenton,Dade,"34.864064,-85.539933",11000
5040 Highway 136,Trenton,Dade,"34.869535,-85.518729",11900
5468 Highway 136,Trenton,Dade,"34.869072,-85.512760",17800
GA-406 N,Rising Fawn,Dade,"34.741000,-85.537900",14300
GA-406 S,Trenton,Dade,"34.822330,-85.539620",15500
GA-406 N,Trenton,Dade,"34.905300,-85.490800",21700
GA-406 N,Trenton,Dade,"34.952200,-85.464700",23500
5135 Slygo Rd,Trenton,Dade,"34.968000,-85.450200",20900
GA-409 E,Trenton,Dade,"34.969730,-85.449860",10700
GA-409 E,Trenton,Dade,"34.970670,-85.446190",10200
38 Gober Sosebee St S,Dawsonville,Dawson,"34.421281,-84.117474",13000
133 Highway 53 E,Dawsonville,Dawson,"34.420274,-84.115205",13500
1742 Highway 53 E,Dawsonville,Dawson,"34.402561,-84.098022",15300
4925 Highway 53 E,Dawsonville,Dawson,"34.377951,-84.052189",16100
7600 Highway 53 E,Dawsonville,Dawson,"34.348735,-84.027378",10500
1935 Highway 400 S,Dawsonville,Dawson,"34.339551,-84.054523",36500
Highway 400 S,Dawsonville,Dawson,"34.358922,-84.043194",37300
548 Highway 400 N,Dawsonville,Dawson,"34.370985,-84.030075",28000
Highway 400 N,Dawsonville,Dawson,"34.393990,-84.017903",28700
3610 Highway 400 N,Dawsonville,Dawson,"34.405619,-84.001435",22700
GA-1 N,Bainbridge,Decatur,"30.892760,-84.579010",10800
GA-1 N,Bainbridge,Decatur,"30.895691,-84.583195",15600
GA-1 N,Bainbridge,Decatur,"30.914940,-84.597750",12800
GA-1 N,Bainbridge,Decatur,"30.915990,-84.598860",12600
GA-1 N,Bainbridge,Decatur,"30.905280,-84.587607",20200
2758 Thomasville Rd,Bainbridge,Decatur,"30.896857,-84.510214",10600
1123 Dothan Rd,Bainbridge,Decatur,"30.915760,-84.589975",10400
636 E Shotwell St,Bainbridge,Decatur,"30.903941,-84.569490",10100
651 Dothan Rd,Bainbridge,Decatur,"30.910787,-84.581934",11300
928 E Shotwell St,Bainbridge,Decatur,"30.903906,-84.565137",13000
1228 E Shotwell St,Bainbridge,Decatur,"30.903857,-84.558848",11900
1552 E Shotwell St,Bainbridge,Decatur,"30.903809,-84.552007",10300
6666 Covington Hwy,Lithonia,DeKalb,"33.717529,-84.145649",29400
7334 Covington Hwy,Lithonia,DeKalb,"33.711195,-84.120962",27900
